question,answer
اویس بلکہ آپ کال کر دیجیے گا بریرہ لسٹ تیار کر دیتی ہیں تو آپ ون بائی ون ان سب کو کال کر دیجیے گا,ہاں
کولیکٹ کی گئی ریکویئیرمنٹس کے لیے کوالٹی اشورینس کے عمل کی ڈٹیل کے لیے کام کو اسی ہفتے آسائین کریں۔,ہاں
بھی اور نیکسٹ میٹنگ میں ناں پھر آپ مجھے اس کی رپورٹ دیجیے گا کہ کمپنی میں جو بھی آپ,ہاں
ٹھیک ہے پھر آپ گائیڈ لائنز کا ڈاکومنٹ کمپلیٹ کرواو,ہاں
آپ نے ڈیٹا میں ٹرانسکرپیٹ کیسے بنایا اور کونسی گائیڈلائنز یوز کی ہیں ان کے بارے میں لکھنا ہے,ہاں
علی آپ نے ڈومین فائنل ہونے کے بعد اس ویب سائیڈ کو لائو کرنا ہے,ہاں
اچھا تو ایسا کرتے ہیں کہ حنا آپ نے کل تک مجھے فنکشنل ریکوائرمنٹس اور نون فنکشنل ریکوائرمنٹس لکھ کر دیکھانی ہیں,ہاں
ان آ ویک اور ان آ سپین آف :م: ون ویک اور ٹو ویکس وی ول لیٹ یو نو :م: آپ کو اس بارے میں اس کی پراگریس شیئر کر دی جائے گی انشاءﷲ,ہاں
آپ بس مجھے ناں سیکنڈ ہاف میں اپ ڈیٹ کر دینا کہ کتنا رہتا ہے بس اور اور اور کچھ میں وہ نہیں پوچھ رہا,ہاں
آپ ایسا کرنا مجھ سے لوگو کا ڈیزائن کنفرم کروا لینا,ہاں
کولیکٹ کی گئی ریکویئیرمنٹس کو کل تک ایک ڈاکومنٹ میں لکھ کے پوری ٹیم کو دیا جائے۔,ہاں
کونٹریکٹ پر سائن کروانے کے بعد سر سے سگنیچرز کروا لینا,ہاں
ایڈز کے ساتھ ایک سموتھ اور نون اینٹرسو یوزر کےایکسپیریئنس کو کل تک انشور بنائیں۔,ہاں
اسما آپ نے مجھے یہ پروٹوٹائپ آج رات تک ای میل کرنی ہے,ہاں
تو پہلے میرے سے ڈسکس کر لینا آپ,ہاں
بریرہ آپ مائرہ کے ساتھ مل کر سمریز جنریٹ کریں گی لیکن یہ خیال رہے کہ آپ کی سمریز ان کی سمریز سے ڈفرنٹ ہوں,ہاں
م اب آپ ایسا کریں کہ ان کے ناں کمپلینٹ سیل میں جو ہے ناں کال کر کے ناں انہیں ساری صورتحال بتائیں کہ جی اس طرح سے ہم نے ان چیزوں کا آپ کو آرڈر دیا تھا جو کہ ہمیں,ہاں
آپ پلیز میٹنگ کے بعد سینڈ کر دینا,ہاں
اور ایک کمپلیٹ ٹائم لائن مجھے پروایٔڈ کر دیں کہ کونسا ماڈیول کب تک ہو جائے گا,ہاں
اچھا ایسا ہے کہ یہ سارا کام جو اب تک ٓٓپ کا ہو چکا ہے اسے گٹ ہب پر اپلوڈ کر دینا ہے ٓپ نے,ہاں
وہ بھی کلائنٹ نے کہا کہ اسے بھی امپلیمنٹ کریں,ہاں
ہم ڈاکٹر صاحب سے بات کر لیں گے ان سے سگنیچرز لے کر لیٹر پر تو آپ ان کو میل کر دیجیے گا,ہاں
برئیرہ آپ نے عمار کے ساتھ میٹنگز شئیر کرنی ہے تاکہ وہ ایکشن ایٹمز مارک کر سکے,ہاں
میں علی سے کہ دوں گا,ہاں
تو اس دن جو شارٹ لسٹ کیے گئے ہیں ان کینڈیڈیٹس کو ہمیں ناں ان کو بلا کر تو ان کا ایک دفعہ ٹیسٹ لے لیجیے گا اپنے اینڈ پہ ٹھیک ہے,ہاں
اور بجٹ اینڈ فنانس ڈیپارٹمنٹ والوں کو بھی ایک کاپی بھجوا دیجیے گا کیوںکہ انہوں نے بجٹ چونکہ دیا ہوتا ہے پھر وہ ہم سے کویسچنگ,ہاں
مریم آپ نے اور بلال آپ نے مل کے اس پر ورکنگ کرنی ہے,ہاں
مجھے نیکسٹ ویک میں ڈاکومنٹ فائنل چائیے,ہاں
ولی ٓپ کا ٹاسک یہ ہے کہ ٓپ نے یوزر کی ٓتھنٹیکیشن اور ٓتھورائزیشن کی اپملیمنٹیشن کو کلئیرلی ڈیفائن کرنا ہے اور ان کے جو جو رولز ہیں انہیں بھی نیکسٹ میٹنگ تک,ہاں
میڈیکل پروفیشنلز کے ذریعہ ٹرینڈ ماڈل کو یوزر فرینڈلی انٹرفیس میں کل تک اینٹیگریٹ کریں۔,ہاں
دین وی ویل ہیو کمپریحینسیو ڈسکشن اون ایٹ این نیکسٹ میٹنگ,ہاں
کوئز کریشن اور منیجمنٹ انٹرفیس کے کمپونینٹس کو فائنل کرنے کے لئے ٹیم میٹنگ کا شیڈول پریپیر کریں,ہاں
اچھا بیٹا آپ اپنے فیلوز سے ڈسکس کر لیجئے جو میں نے بتا دیا ہوا ہے مگر پھر بھی میں تھوڑا سا اوور ویو دے دوں گا لاسٹ پہ اوکے,ہاں
علی تم نے مجھے دو دن کے اندر اس ڈیٹابیس کا ڈیٹابیس سکیمہ بنا کر دینا ہے,ہاں
حنا پروجیکٹ ڈاکیومنٹ کا پراپر فارمیٹ سیٹ کریں اور پھر مجھے فارورڈ کریں,ہاں
بینک اکاونٹس اوپن کروانے کا بھی کہہ دیجیے گا,ہاں
اور میرے ساتھ ڈاکومنٹ  شیئر کرنا ہے,ہاں
اس کا بھی ڈاکومنٹ بنا لینا,ہاں
آپ لوگ ان پہ ورکنگ کریں,ہاں
اچھا ٹھیک ہے ہاں ٹھیک ہے پھر سر کامران سے میٹنگ کر لیں آپ,ہاں
:م: میرے ساتھ بھی آپ شیئر کر دیجیے گا تو میں بھی اس کو ایک دفعہ ریویو کر لوں گا,ہاں
اور اس کے علاوہ ناں آپ ایسا کیجیے گا کہ :م: :م: اپنے اینڈ پر یہ جو سکیما بنانے کے بعد کیوریز وغیرہ سے :م: ٹیسٹ کر کے دیکھیے گا کہ پراپرلی ڈیٹا :م: آپ کے پاس فیچ ہو کر آ رہا ہے کہ نہیں ٹھیک ہے,ہاں
اور اس کے علاوہ جن کی سی ویز ہمارے پاس موجود ہیں ان کنڈیڈیٹس کے انٹرویوزکنڈکٹ کرتی جائیں آپ دونوں اور ان میں سے شارٹ لسٹ کرتی جائیں جب تک مزید کنڈیڈیٹس نہیں آتے,ہاں
کل تک آپ لوگوں نے اس کے سروے کرنے ہیں اور رپورٹ مجھے فاروڈ کردینا,ہاں
ٹیسٹنگ کے لیے جو ریسورسز چاہئیے ان کی ایک لسٹ تیار کرنی ہے ٓپ نے,ہاں
مریم آپ ان کا انکریمنٹ لیٹر بنانا سٹارٹ کر دینا آج,ہاں
اچھا آپ نے کرنا یہ ہے کہ مجھے نیکسٹ میٹنگ میں آپ نے ہائرنگزکے لیے شارٹ لسٹ کرنے ہیں کینڈیڈیٹس اور مجھے لسٹ پرووائیڈ کرنی ہیں,ہاں
اچھا اسما منتھلی بیسز پر ٹیم ممبرز کو اپ ٹو ڈیٹ رکھنے کے لئے ریگولر ٹریننگ اور اسکل ڈوولپمنٹ سیشنز آپ نے کروانے ہیں,ہاں
رئیل ورڈ کے سنیریو میں ماڈل کی پرفارمنس کو اسی ہفتے مانیٹر کریں۔,ہاں
اور اس کے علاوہ وہ جو آپ نے سر سے ڈسکشن کرنی ہے اس کے پوائنٹس بھی ریڈی رکھنا نیکسٹ ویک سر آئیں گے تو ان کے ساتھ پلان کر لینا,ہاں
چلیں اب یہ ناں مجھے ابھی شیئر کر دیں پی ڈی ایف فارم میں سینڈ کیجیے گا مجھے,ہاں
ابھی ایکسل شیٹ پہ ڈال دو سب کو ناں اور پھر ہم مینوئلی اس کو اینالائز کر لیتے ہیں,ہاں
ان میں پائتھن کا یہ فریم ورک ایسٹل کر لیں,ہاں
تو آپ لوگ ہی مینج کر لیں پھر,ہاں
دین ایس کیو ایل بھی انسٹال کر لیں,ہاں
یو ٓئی کے جو بھی مسئلے مسائل ہیں انہیں جتنی جلدی ہو سکے حل کریں اور رپورٹ کریں,ہاں
 اس گوگل شیٹ پر مینشن کرتے جانا ہے ,ہاں
عمار ٓپ مجحے لسٹ پرووائیڈ کریں کے جو جو ریسورسسز چاہئیے ان کی کل تک,ہاں
عادل آپ نے میٹنگ کے ٹوپک کے پیج میں ٹوپک کو کیلک ایبل بنانا ہے جیسے آپ نے سپیسفک میٹنگز میں کلیک ایبل بنایا ہے,ہاں
فوڈ آرڈر مینجمنٹ میں انولوڈ اسٹیک ہولڈرز کو اسی مہینے میں آئیڈنٹفائی کریں,ہاں
اب آپ نے انہیں بتا دینا ہے میٹنگ کا تاکہ وہ ریڈی رہیں,ہاں
 ریکوائرمنٹس انسیپشن اور ڈاکو مینٹیشن کے ساتھ ایک ایف ایس ڈاکومنٹ فا ئینلائیزیشن کو بھی ایڈ کرلینا ,ہاں
سعدیہ اپ نے ویکلی بیسس پر پروجیکٹ میں ہونے والی اپڈیٹس کے بارے میں پروجیکٹ مینیجر کو انفارم کرنا ہے ,ہاں
کوئزز کے اندر سوالات کو ترتیب دینے کے لئے ڈویلپمنٹ ٹاسکس پر کام سٹارٹ کریں,ہاں
مجھے ڈاکومنٹ ایک بار چیک کرا لینا,ہاں
جو عمیر ڈاکومنٹ سینڈ کرے گا نا لائبہ آپ اسے فائنلائز کر دیجیے گا باقی سب دوسری غور سے پڑھ کر کے اس میں مسٹیک نکالیں گے,ہاں
اور باقی نیکسٹ میٹنگ میں :م: جو آپ اپ ڈیٹ کرنے کی تھوڑی بہت آپ کہہ رہے تھے وہ بھی ابھی ڈال دینا,ہاں
احمد آپ اس ہفتے آئی ٹی ٹیم سے ریسورسز کو آپٹیمائز کرنے کے حوالے سے ڈسکشن کریں اور مجھے انفارم کریں ,ہاں
آپ میل بھی کر دینا مجھے اور بہتر ہے کہ مجھے ناں واٹس ایپ بھی کر دینا کیونکہ میل وہ سم ٹائمز میرے سے سکپ ہو جاتی ہے,ہاں
:م: اور ساتھ ناں میم {ماورا} کو بھی سینڈ کر دینا ہے :م: لائک وہ بھی جو ہے ناں بعد میں کلائنٹ وغیرہ کو دکھا دیں ان کے ساتھ بھی شیئر کر دیں,ہاں
اسی لیے نا میں آپ سے کہہ رہی کہ آپ کلائنٹ سے بھی ڈسکس کر لینا ,ہاں
سب لوگ اپنے اپنے پاس کچھ ڈاکومنٹیشن سٹینڈرڈز کی سپیسیفیکیشنز لکھ کر رکھ لیں پھر کل کی میٹنگ میں ہم اسے ڈسکس کریں گے,ہاں
عمار اور سمیع سے لو ساری ریسیٹس اور فائل ریڈی کرو ایز ارلی ایز پاسیبل,ہاں
ہاں علی آپ نے مجھے انفارم بھی کرنا ہے ٹھیک ہے نا تاکہ مجھے ان کے رسپونس پتہ چل سکے,ہاں
اور آپ اویلوئیشن ٹاسکس میں کچھ موڈیفکیشن کرو پھر نیکسٹ میٹنگ میں ڈسکس کریں گے ٹھیک ہے,ہاں
اچھا وہاب آپ نے یہ کرنا ہے کہ ان دونوں فریم ورکس کو ڈفرنٹ فیکٹرز کے تھرو کمپیئر کرنا ہے,ہاں
اور :م: {لائبہ} آپ نے جو جو ہم نے ڈسکس کی ہے جو ہم آگے کریں گے اس کو ناں آپ نے اسی ڈیٹیل میں آپ نے لکھنا ہے ڈاکومنٹ کے اندر ٹھیک ہے,ہاں
بصیرت حاصل کرنے اور پتہ لگانے کے طریقوں کو بہتر بنانے کے لیے سائبر سیکیورٹی ماہرین کے ساتھ تعاون کریں۔,ہاں
اور آپ نے نیکسٹ ویک سے پہلے پہلے یہ فیز کمپلیٹ کرنا ہے,ہاں
میٹنگ کے بعد ٹیسٹ پلین تیار کرنا ہے اور مجھے میل کرنا ہے,ہاں
حمد آپ بھی سمی کو اس  میں ہیلپ کروائیں,ہاں
اسے فائنلائز کر لیں اور پھر اس کی بھی اپ ڈیٹ میرے ساتھ شیئر کر دیجیئے گا اور مبشر آپ نے اپنی جو ٹیم ہے :م:,ہاں
اور بریرہ ہاف سی ویز کی آپ بنا لیں اور رمشا ہاف کی آپ بنا لیں,ہاں
برئیرہ آپ نے جو یہ تھیسز والی ہیڈنگ لکھی ہے اس کو ٹھیک کریں ,ہاں
آپ مجھے ان کے لنکز سینڈ کر دینا,ہاں
ٓپ نے پروجیکٹ میں ٹریکنگ سسٹم کو انٹیگریٹ کرنا ہے اور یہ کام اسما۶ ٓپ کی رسمانسبلٹی ہے اور یہ فرائیڈے تک ہو جانا چاہیئے,ہاں
اوکے اور جو اینوٹیشن اور ڈیٹا کلیکشن والا ڈاکومنٹ کہا ہے وہ بھی میرے ساتھ شیئر کر دینا,ہاں
پھر آپ لوگ ایسا کریں گے مجھے ڈیزائن ڈاکومنٹ کمپلیٹ کرکے دیں,ہاں
سر اپ نے سکیجول کا ایک کہا تھا کہ ایک اس کا جو ڈاکومنٹ بنا کر جو ہے نا وہ میں اپ کو بنا کر دیتا ہوں گے,ہاں
اسے کمپلیٹ کرکے آپ لوگ میرے ساتھ ڈاکومنٹ کی کاپی شیئر کریں کلائنٹ کو سینڈ کرنے سے پہلے,ہاں
تو اس کے لیے ابھی مائرہ آپ ایک سنیریئو سوچیں گی اور اس پہ ایک ٹرانسکرپٹ بنائیں گی یعنی ڈائلاگز کی فارم میں,ہاں
عائشہ آپ نے نیکسٹ ویک تک جتنے بھی فومز اور ڈیٹا انٹری کی فیلڈز ہیں ان کو صحیح سے ویلیڈیٹ کرنا ہے     ,ہاں
 یوزر کی ریکویئیرمنٹس کے اسٹینڈرڈ کے اگینسٹ ریکویئیرمنٹس کی ویلیڈیشن کو کل تک پورا کیا جائے,ہاں
بلال آپ کمپلیٹ کریں گے یہ,ہاں
علی اور آپ سیٹ سپ پرپیئر کریں گے,ہاں
بلکہ انٹرنز کے ساتھ ایک میٹنگ تو رکھو اس ویک کے اینڈ پہ,ہاں
 حسن آپ ایسا کریں گے کہ آپ کرٹیکل تھریشولڈز اور الرٹس کو کنفیگر کرکے ٹیم میمبرز کو نوٹیفائی کرنے کے لئے منٹرنگ سسٹم کو کسٹمائز کروائیں گے    ,ہاں
شام تک مجھے فائل فارم میں ڈائیگرام دیکھائیں,ہاں
 اور اس کے ساتھ ان کے فیڈبیک کا ریسپانس پروجیکٹ مینیجر کے ساتھ شیئر کرنا ہے    ,ہاں
تو اس کے پیرالل آپ اینوٹیشن کرتے رہیے گا,ہاں
آج ہی میٹنگ کے بعد مجھے میل کریں,ہاں
تو دین آپ مجھے پھر کل :م: جو لیٹر ہے وہ میل کر دینا میں آپ کو بتا دوں گی ناں میٹنگ کے بعد کہ انہوں نے کیا کہا ہے,ہاں
اس کو عمار آپ نے پری پروسیس کرکے آنا ہے,ہاں
کو م جو ہے کمپنی کو میل بھی کر دیجیے گا اور ایک ہارڈ فارم میں سبمٹ کروا دیجیے گا اس کے علاوہ یہاں ڈائریکٹر صاحب کے پاس میرے لیے اور م یہاں جو ایچ آر,ہاں
آپ اس کی جو اپ ڈیٹ ہے میرے ساتھ شیئر کر دیجیئے گا,ہاں
:م: میں فیچرز کی لسٹ آپ کو پرووائیڈ کر دوں گی جو ابھی مجھے انیشیئلی :م: ملی ہے سٹیک ہولڈرز سے تو ٹیم میں کون ہے جس کو ہم :م: ایڈ کر سکتے ہیں اس پروجیکٹ میں,ہاں
علی آپ نے سکرین پہ نئی اینمیشن ڈالنی ہے,ہاں
ڈیٹس گریٹ نجم یہ بھی ایڈ کر لینا,ہاں
4مارچ تک عائشہ آپ ڈپلوئمنٹ ڈوکیومنٹیشن کو ارگنائز کروائیں فیوچر ریفرنسز اور آن بورڈنگ کے لئے     ,ہاں
لیکن پھر بھی آپ نے ایک دفع ڈسکشن کرنی ہے اس بارے میں,ہاں
